id,serviceType,subscriptionType,bd,location,spending,status,serviceRate,signUpDate
1240,Fixed Line,Economy,1970-11-04,Poltava,200,Active,4,2000-04-06
1241,Internet,Business,2014-01-01,Odesa,200,Inactive,3,2003-06-02
1242,Internet,Economy,1997-03-21,Poltava,300,Inactive,3,2000-08-09
1243,Mobile,Economy,2021-12-09,Kyiv,500,Potential,2,2002-01-02
1244,Mobile,Economy,1982-08-16,Kropyvnytskyi,200,Potential,4,2002-04-07
1245,Internet,Standard,2019-10-05,Kyiv,300,Inactive,4,2008-01-13
1246,Mobile,Business,2008-07-11,Cherkasy,300,Active,4,2002-03-19
1247,Mobile,Business,1976-06-09,Uzhhorod,200,Active,3,2003-09-25
1248,Internet,Economy,1990-06-18,Kyiv,200,Active,5,2008-02-09
1249,Internet,Economy,2022-11-02,Kyiv,200,Potential,4,2001-04-03
1250,Mobile,Economy,2008-11-17,Kyiv,200,Active,4,2008-12-12
1251,Mobile,Premium,2021-10-30,Lviv,700,Active,3,2009-10-05
1252,Mobile,Economy,1992-05-10,Kyiv,500,Potential,5,2024-08-14
1253,Mobile,Economy,1928-01-01,Chernihiv,200,Active,4,2003-03-20
1254,Mobile,Standard,1993-11-05,Dnipro,700,Active,5,2002-07-15
1255,Mobile,Economy,2016-01-18,Vinnytsia,500,Inactive,3,2006-08-18
1256,IoT,Economy,2010-12-27,Kyiv,700,Inactive,4,2000-04-29
1257,Fixed Line,Economy,1928-01-01,Rivne,100,Inactive,2,2000-03-22
1258,Mobile,Economy,2016-01-22,Kyiv,300,Inactive,3,2002-03-26
1259,Mobile,Standard,2000-06-06,Dnipro,300,Active,4,2007-02-28
1260,Fixed Line,Special,2008-12-30,Kyiv,300,Active,5,2000-09-04
1261,Mobile,Economy,1982-12-19,Kyiv,100,Active,4,2005-07-11
1262,Fixed Line,Economy,1967-09-09,Cherkasy,300,Inactive,3,2001-09-20
1263,TV,Business,2011-08-05,Chernihiv,200,Active,5,2005-10-10
1264,Internet,Business,1993-06-08,Chernihiv,500,Active,1,2003-05-06
1265,Mobile,Economy,2001-03-14,Vinnytsia,300,Active,4,2000-09-01
1266,Fixed Line,Standard,2014-01-25,Chernivtsi,100,Active,4,2001-07-22
1267,IoT,Economy,2014-04-25,Kharkiv,100,Active,4,2001-05-11
1268,Internet,Premium,2001-10-28,Kharkiv,300,Inactive,4,2000-12-25
1269,Internet,Special,2018-06-04,Lviv,200,Active,3,2003-06-17
1270,Mobile,Standard,1977-06-01,Kyiv,200,Active,3,2016-12-09
1271,Mobile,Standard,2021-01-16,Vinnytsia,300,Active,5,2005-11-16
1272,Fixed Line,Economy,2020-04-13,Odesa,500,Active,5,2009-11-24
1273,TV,Standard,2011-07-15,Kharkiv,100,Active,3,2021-09-22
1274,Internet,Standard,2019-07-25,Lviv,200,Active,4,2004-04-04
1275,Fixed Line,Standard,2005-04-29,Mykolaiv,500,Potential,3,2001-06-27
1276,Mobile,Economy,2009-01-12,Kropyvnytskyi,500,Inactive,4,2014-05-23
1277,Mobile,Standard,1987-12-22,Odesa,100,Inactive,5,2006-07-29
1278,Internet,Standard,1939-04-16,Rivne,100,Active,4,2017-06-25
1279,Mobile,Economy,1984-08-27,Zhytomyr,100,Inactive,5,2005-10-06
1280,Internet,Economy,2017-08-03,Kropyvnytskyi,700,Inactive,4,2008-03-03
1281,Mobile,Economy,1947-12-12,Odesa,200,Potential,4,2012-02-13
1282,Fixed Line,Premium,2009-05-17,Ternopil,200,Active,1,2007-10-18
1283,TV,Standard,2005-05-27,Lviv,50,Active,5,2004-07-12
1284,Mobile,Business,2008-01-06,Poltava,50,Active,5,2003-07-01
1285,Mobile,Economy,2013-12-27,Uzhhorod,300,Potential,4,2009-06-29
1286,Internet,Business,1961-04-14,Ternopil,200,Active,3,2008-02-04
1287,IoT,Premium,2011-12-12,Lviv,200,Active,5,2002-07-01
1288,Internet,Economy,1999-05-06,Rivne,100,Active,3,2003-10-11
1289,Mobile,Economy,2015-06-28,Dnipro,200,Inactive,4,2005-07-08
1290,Mobile,Economy,1979-04-18,Lviv,500,Potential,2,2000-02-27
1291,Mobile,Special,1982-04-06,Vinnytsia,100,Inactive,2,2001-07-22
1292,Mobile,Economy,2013-05-19,Rivne,500,Inactive,3,2001-07-29
1293,TV,Economy,1991-09-03,Kropyvnytskyi,100,Active,4,2011-10-05
1294,TV,Economy,1989-09-07,Ternopil,100,Active,4,2002-03-16
1295,Mobile,Business,2000-05-14,Kyiv,200,Inactive,4,2004-04-24
1296,Mobile,Economy,1997-11-16,Kyiv,700,Inactive,4,2009-10-02
1297,Mobile,Economy,1999-08-12,Kyiv,200,Active,4,2001-08-24
1298,TV,Standard,2020-08-30,Kyiv,300,Active,5,2000-09-21
1299,Internet,Standard,1992-08-17,Dnipro,200,Active,5,2016-03-23
1300,Internet,Standard,2005-08-19,Odesa,100,Active,3,2006-09-05
1301,Mobile,Standard,2007-03-16,Kyiv,100,Active,2,2001-01-24
1302,Internet,Business,1969-03-04,Zhytomyr,700,Active,4,2009-05-19
1303,Mobile,Business,2022-05-11,Poltava,100,Potential,1,2008-06-21
1304,Mobile,Premium,2015-01-29,Sumy,300,Active,5,2009-12-13
1305,Internet,Economy,2019-06-17,Dnipro,900,Active,3,2001-10-08
1306,Internet,Premium,2022-01-07,Dnipro,100,Active,4,2003-04-05
1307,Mobile,Economy,2014-03-04,Odesa,200,Inactive,2,2006-06-24
1308,Mobile,Economy,1928-01-01,Kharkiv,100,Active,4,2002-09-17
1309,Mobile,Business,2014-05-18,Poltava,100,Active,1,2000-05-25
1310,Mobile,Business,1993-03-02,Kharkiv,100,Active,5,2000-10-20
1311,Internet,Standard,2019-07-22,Mykolaiv,300,Active,5,2004-12-23
1312,TV,Business,1997-10-15,Zhytomyr,300,Active,3,2002-07-29
1313,Mobile,Special,1928-01-01,Kharkiv,300,Active,3,2000-01-11
1314,Mobile,Standard,2013-07-22,Lviv,700,Active,4,2007-12-22
1315,Mobile,Standard,1971-05-31,Chernivtsi,100,Active,4,2002-12-14
1316,Internet,Premium,1928-01-01,Ivano-Frankivsk,200,Active,3,2002-01-23
1317,Mobile,Economy,1998-09-09,Cherkasy,200,Potential,5,2006-11-05
1318,Fixed Line,Economy,2012-11-13,Ternopil,100,Inactive,3,2003-04-29
1319,Mobile,Premium,1992-05-09,Kyiv,100,Active,1,2006-07-01
1320,Internet,Economy,1971-12-27,Kyiv,200,Active,4,2000-01-27
1321,TV,Economy,2017-11-09,Kyiv,500,Active,2,2000-01-19
1322,TV,Economy,2006-07-05,Kyiv,900,Active,5,2004-06-29
1323,IoT,Economy,2012-06-23,Dnipro,100,Potential,3,2022-01-23
1324,Fixed Line,Special,2013-11-18,Kyiv,500,Active,5,2001-09-27
1325,TV,Standard,1969-01-05,Rivne,500,Potential,4,2006-04-16
1326,Mobile,Standard,2008-01-05,Zaporizhzhia,200,Potential,4,2001-01-13
1327,Mobile,Special,2011-08-31,Dnipro,100,Active,3,2002-01-16
1328,Mobile,Business,1997-09-03,Kyiv,900,Active,2,2000-06-11
1329,Fixed Line,Standard,2016-03-22,Zaporizhzhia,300,Active,4,2011-08-24
1330,TV,Business,2015-11-07,Kyiv,900,Active,3,2002-01-13
1331,Mobile,Standard,2002-11-22,Ternopil,200,Inactive,4,2001-06-07
1332,Internet,Economy,2008-08-03,Mykolaiv,200,Active,4,2007-03-08
1333,Fixed Line,Economy,2013-06-07,Vinnytsia,100,Active,3,2001-03-20
1334,TV,Standard,2021-06-26,Kyiv,900,Potential,5,2001-07-03
1335,Internet,Standard,2002-11-12,Sumy,100,Potential,5,2000-08-06
1336,IoT,Standard,1976-07-25,Odesa,50,Active,4,2018-01-12
1337,Mobile,Standard,1970-10-23,Lviv,200,Inactive,5,2001-07-23
1338,Mobile,Economy,2015-08-27,Kharkiv,200,Active,5,2029-10-16
1339,Internet,Economy,1997-12-10,Khmelnytskyi,100,Inactive,3,2001-01-22
1340,Mobile,Standard,1969-12-19,Odesa,300,Active,3,2000-02-11
1341,Mobile,Economy,2008-08-13,Zhytomyr,200,Potential,4,2012-05-17
1342,Fixed Line,Standard,1949-05-07,Kyiv,200,Active,4,2004-10-01
1343,Fixed Line,Standard,1959-02-18,Kyiv,50,Active,3,2002-05-15
1344,Fixed Line,Standard,2016-08-12,Chernihiv,200,Active,3,2003-12-11
1345,Mobile,Economy,2014-10-18,Lviv,100,Active,4,2001-08-27
1346,Internet,Standard,2017-07-22,Odesa,100,Active,5,2005-07-07
1347,Mobile,Business,2017-01-10,Kyiv,300,Inactive,2,2005-03-31
1348,Mobile,Special,1957-09-20,Odesa,200,Inactive,5,2000-06-16
1349,Internet,Business,1949-09-30,Odesa,100,Inactive,5,2013-03-24
1350,Mobile,Standard,2021-07-18,Ivano-Frankivsk,200,Inactive,5,2003-05-19
1351,Mobile,Economy,1998-05-08,Uzhhorod,100,Potential,3,2001-03-10
1352,Fixed Line,Standard,2000-04-05,Chernivtsi,100,Inactive,2,2002-01-04
1353,Mobile,Business,2009-06-12,Ivano-Frankivsk,300,Active,4,2011-01-06
1354,IoT,Economy,1995-08-28,Chernihiv,300,Inactive,5,2002-08-24
1355,Internet,Economy,1942-05-22,Chernihiv,300,Active,5,2004-07-08
1356,IoT,Economy,2017-11-22,Zhytomyr,200,Potential,4,2016-02-27
1357,Mobile,Premium,2019-06-28,Odesa,200,Active,2,2005-10-10
1358,Internet,Standard,2022-01-27,Odesa,300,Active,5,2006-03-02
1359,Mobile,Economy,2010-08-15,Ternopil,100,Active,5,2001-07-25
1360,TV,Business,2011-09-22,Lviv,100,Active,5,2006-01-16
1361,Mobile,Standard,2007-07-29,Khmelnytskyi,300,Active,4,2002-09-28
1362,Mobile,Economy,2003-11-05,Vinnytsia,200,Potential,4,2013-04-01
1363,TV,Economy,1984-03-06,Odesa,300,Active,4,2000-10-04
1364,Mobile,Economy,2009-05-17,Sumy,100,Active,5,2001-11-03
1365,Mobile,Standard,2012-01-06,Odesa,200,Active,4,2000-05-16
1366,Mobile,Economy,1974-12-27,Kropyvnytskyi,500,Active,3,2002-08-16
1367,Internet,Standard,1971-02-06,Kropyvnytskyi,200,Active,4,2000-11-17
1368,Mobile,Premium,2015-10-01,Cherkasy,200,Active,5,2010-03-19
1369,Mobile,Standard,2012-08-28,Kyiv,100,Active,4,2014-03-09
1370,Mobile,Economy,1975-04-07,Odesa,100,Active,4,2006-01-22
1371,Internet,Standard,2020-09-26,Kharkiv,50,Active,5,2000-08-06
1372,Fixed Line,Business,2012-03-17,Rivne,200,Inactive,5,2002-04-15
1373,Mobile,Economy,2006-09-19,Lviv,900,Active,2,2018-04-11
1374,Mobile,Economy,2017-05-01,Kyiv,500,Active,5,2000-10-20
1375,Mobile,Standard,2017-07-28,Kyiv,300,Active,4,2004-06-14
1376,Mobile,Standard,2007-11-10,Kharkiv,500,Active,5,2002-05-20
1377,Mobile,Economy,1984-07-19,Zhytomyr,200,Active,5,2038-10-18
1378,Mobile,Premium,1972-10-15,Kyiv,200,Active,4,2001-11-03
1379,Internet,Standard,1928-01-01,Lviv,100,Potential,5,2000-04-07
1380,TV,Business,2020-11-24,Chernihiv,300,Active,3,2006-08-19
1381,Mobile,Economy,2016-04-25,Mykolaiv,100,Active,5,2002-03-02
1382,Internet,Premium,1984-04-24,Mykolaiv,200,Active,2,2005-11-13
1383,Internet,Economy,2001-09-15,Sumy,500,Active,2,2000-08-09
1384,Internet,Standard,2012-02-18,Kyiv,100,Active,5,2004-01-20
1385,TV,Standard,2016-09-13,Dnipro,100,Active,5,2002-07-29
1386,Mobile,Economy,2013-12-28,Kropyvnytskyi,100,Potential,4,2004-03-19
1387,Mobile,Business,2007-08-25,Kropyvnytskyi,200,Active,3,2010-07-08
1388,Internet,Economy,2017-08-31,Zaporizhzhia,100,Active,4,2019-09-23
1389,Mobile,Standard,1931-10-26,Uzhhorod,200,Inactive,5,2007-08-29
1390,Mobile,Economy,2019-11-20,Chernivtsi,200,Active,3,2007-12-22
1391,Mobile,Premium,1928-01-01,Kharkiv,200,Active,3,2004-02-14
1392,Mobile,Economy,1972-07-03,Kyiv,100,Active,5,2000-07-23
1393,Internet,Business,2007-12-10,Cherkasy,900,Active,5,2006-01-08
1394,Mobile,Business,1986-02-21,Kropyvnytskyi,200,Inactive,2,2000-11-15
1395,Mobile,Business,1992-07-10,Chernihiv,300,Active,5,2001-07-17
1396,Mobile,Economy,2016-06-08,Mykolaiv,300,Active,4,2006-09-25
1397,Mobile,Standard,2011-08-31,Dnipro,200,Inactive,3,2005-11-10
1398,IoT,Economy,2003-04-19,Kyiv,100,Active,5,2002-01-24
1399,Mobile,Business,1995-03-13,Kyiv,200,Active,5,2008-02-05
1400,IoT,Premium,2001-07-27,Kropyvnytskyi,300,Active,2,2015-05-06
1401,Internet,Standard,2005-06-19,Kharkiv,200,Inactive,4,2004-04-25
1402,Fixed Line,Premium,2006-12-22,Kyiv,50,Inactive,5,2006-03-14
1403,Mobile,Economy,2004-02-14,Chernivtsi,50,Active,3,2001-09-26
1404,Mobile,Standard,2007-05-28,Kharkiv,200,Inactive,4,2019-05-08
1405,TV,Economy,2001-08-30,Mykolaiv,100,Inactive,2,2001-10-01
1406,TV,Special,1963-01-25,Vinnytsia,700,Potential,3,2011-12-16
1407,Mobile,Business,1995-07-28,Kyiv,100,Active,3,2014-05-25
1408,Mobile,Premium,1987-11-23,Poltava,200,Inactive,4,2006-12-18
1409,Mobile,Business,1998-02-01,Kropyvnytskyi,300,Active,2,2009-02-20
1410,TV,Economy,1994-10-20,Kyiv,500,Inactive,4,2003-05-09
1411,Mobile,Business,1999-05-12,Rivne,200,Active,3,2013-10-19
1412,Internet,Economy,2022-04-04,Lviv,100,Active,5,2007-06-07
1413,Fixed Line,Premium,1928-01-01,Dnipro,100,Inactive,5,2002-03-02
1414,Fixed Line,Premium,2022-01-25,Dnipro,200,Inactive,2,2000-03-12
1415,Internet,Economy,2009-03-28,Zhytomyr,200,Active,5,2004-04-05
1416,Mobile,Economy,2019-12-18,Kharkiv,200,Active,5,2010-01-21
1417,IoT,Economy,2020-03-18,Kharkiv,100,Active,4,2010-10-16
1418,Internet,Special,1979-10-24,Mykolaiv,700,Active,4,2009-11-14
1419,Fixed Line,Economy,2007-10-23,Kyiv,50,Active,3,2001-04-28
1420,Mobile,Standard,1978-10-13,Kyiv,200,Active,5,2003-01-15
1421,Internet,Premium,2014-04-13,Kyiv,900,Active,1,2005-03-17
1422,Mobile,Economy,2014-11-21,Chernihiv,300,Active,5,2006-01-11
1423,Mobile,Standard,2015-01-30,Kharkiv,200,Active,4,2002-03-25
1424,Fixed Line,Standard,1996-10-15,Zhytomyr,100,Potential,5,2006-06-17
1425,Internet,Economy,1976-10-21,Kharkiv,900,Active,4,2004-11-22
1426,Internet,Premium,2006-07-10,Lviv,50,Active,4,2004-07-30
1427,Mobile,Economy,2009-12-12,Mykolaiv,300,Inactive,5,2005-12-15
1428,Internet,Economy,1928-01-01,Odesa,500,Active,1,2005-01-23
1429,Mobile,Standard,2019-08-09,Khmelnytskyi,50,Active,2,2000-12-31
1430,Internet,Standard,2004-09-30,Lviv,300,Active,3,2011-05-12
1431,Mobile,Business,2008-08-17,Kyiv,900,Active,2,2001-07-04
1432,Fixed Line,Business,2020-03-05,Kharkiv,300,Active,1,2007-06-21
1433,TV,Standard,2014-06-15,Kyiv,200,Active,4,2001-01-23
1434,Mobile,Economy,2022-03-19,Kyiv,500,Potential,5,2005-12-03
1435,Mobile,Economy,1965-08-22,Kharkiv,200,Active,5,2012-05-17
1436,Internet,Economy,1997-05-16,Lviv,300,Inactive,4,2000-01-20
1437,Internet,Standard,1976-10-20,Kyiv,200,Active,3,2021-05-02
1438,Fixed Line,Business,2002-10-26,Odesa,50,Active,5,2000-03-01
1439,Internet,Economy,1997-12-13,Kharkiv,100,Active,5,2000-01-23
1440,Mobile,Economy,1989-12-17,Dnipro,50,Active,4,2010-09-02
1441,Mobile,Standard,1957-09-04,Kyiv,100,Inactive,3,2006-10-02
1442,Mobile,Economy,2020-05-14,Zaporizhzhia,50,Active,5,2000-08-11
1443,Mobile,Premium,2012-01-01,Uzhhorod,200,Active,3,2015-03-05
1444,Internet,Standard,1989-03-15,Chernihiv,100,Active,1,2006-02-07
1445,Mobile,Standard,1935-12-25,Dnipro,500,Active,5,2000-08-23
1446,TV,Economy,1928-01-01,Kyiv,300,Inactive,4,2010-10-15
1447,TV,Business,1995-03-06,Kharkiv,200,Inactive,3,2003-08-04
1448,TV,Economy,2017-02-10,Zhytomyr,200,Inactive,5,2001-10-13
1449,TV,Business,2019-07-12,Kharkiv,100,Active,5,2009-07-18
1450,Mobile,Economy,1943-01-26,Lviv,200,Active,5,2007-05-06
1451,TV,Business,2007-06-04,Kyiv,300,Active,3,2005-05-05
1452,Mobile,Premium,2017-01-26,Chernivtsi,300,Active,1,2012-07-11
1453,Mobile,Economy,1948-08-18,Ternopil,50,Active,4,2010-10-25
1454,Fixed Line,Business,2019-12-24,Odesa,300,Potential,5,2001-05-29
1455,Mobile,Standard,1987-03-14,Odesa,300,Potential,3,2011-07-20
1456,IoT,Economy,1996-02-17,Zhytomyr,200,Potential,4,2002-07-25
1457,Internet,Economy,2020-06-27,Kyiv,100,Active,3,2003-02-04
1458,Fixed Line,Standard,2011-09-05,Vinnytsia,200,Active,1,2019-08-23
1459,Mobile,Standard,2018-07-22,Uzhhorod,200,Inactive,5,2007-10-24
1460,Internet,Premium,1997-08-09,Dnipro,200,Inactive,2,2002-02-14
1461,Mobile,Premium,2005-04-02,Kyiv,200,Inactive,5,2005-09-18
1462,TV,Standard,2022-11-20,Lviv,100,Active,3,2004-03-30
1463,Mobile,Premium,1928-01-01,Zhytomyr,100,Inactive,3,2000-09-04
1464,Internet,Standard,2011-03-24,Kharkiv,50,Active,5,2011-12-23
1465,Mobile,Economy,2014-10-29,Mykolaiv,100,Active,5,2009-06-12
1466,Mobile,Business,2016-02-12,Vinnytsia,100,Inactive,5,2008-03-26
1467,Mobile,Economy,2018-04-08,Chernivtsi,100,Active,5,2004-06-26
1468,Mobile,Economy,1928-01-01,Zhytomyr,100,Active,3,2001-05-14
1469,Fixed Line,Premium,2013-06-05,Kharkiv,300,Active,4,2011-10-16
1470,Mobile,Standard,2008-10-06,Odesa,500,Active,3,2002-05-20
1471,Mobile,Economy,1966-11-09,Zaporizhzhia,200,Active,5,2000-02-10
1472,Internet,Economy,1994-11-20,Chernihiv,200,Active,4,2021-12-05
1473,Mobile,Standard,2010-05-30,Kharkiv,500,Active,3,2010-10-23
1474,Mobile,Special,1960-05-31,Mykolaiv,300,Active,5,2005-05-03
1475,TV,Standard,1985-01-29,Lviv,100,Inactive,4,2000-01-25
1476,Mobile,Standard,2015-12-03,Odesa,300,Active,4,2001-05-31
1477,Mobile,Economy,1994-09-30,Chernihiv,200,Inactive,1,2003-04-18
1478,Mobile,Economy,1953-01-07,Lviv,200,Active,5,2005-06-01
1479,Mobile,Economy,2004-03-21,Kharkiv,900,Active,5,2006-09-29
1480,Internet,Economy,1986-10-14,Kropyvnytskyi,200,Active,4,2008-07-01
1481,Mobile,Standard,1928-01-01,Poltava,700,Active,4,2004-06-10
1482,Fixed Line,Economy,1990-11-25,Chernivtsi,200,Inactive,4,2005-11-05
1483,Mobile,Economy,2020-01-17,Ivano-Frankivsk,200,Active,3,2009-02-16
1484,Mobile,Premium,2015-04-29,Ivano-Frankivsk,200,Potential,4,2006-12-19
1485,Mobile,Business,1998-04-01,Zaporizhzhia,300,Active,2,2016-12-15
1486,Internet,Business,2014-03-06,Kyiv,50,Potential,5,2011-05-16
1487,IoT,Standard,1936-07-04,Kharkiv,300,Active,3,2001-01-06
1488,Internet,Economy,2008-10-09,Lviv,300,Active,5,2016-02-16
1489,IoT,Premium,2006-04-10,Kropyvnytskyi,200,Active,3,2001-04-01
1490,Mobile,Economy,1989-11-22,Odesa,100,Active,3,2025-12-15
1491,Mobile,Standard,2002-08-31,Lviv,100,Active,4,2006-08-13
1492,Mobile,Premium,2009-10-26,Poltava,300,Active,5,2005-05-29
1493,Mobile,Premium,2020-10-26,Kharkiv,500,Active,5,2002-02-23
1494,Mobile,Special,1998-02-27,Kyiv,200,Inactive,3,2000-10-12
1495,Mobile,Premium,1967-08-26,Kyiv,200,Inactive,3,2000-09-26
1496,Mobile,Standard,1991-04-23,Mykolaiv,100,Active,5,2011-01-11
1497,Mobile,Economy,2009-11-06,Kharkiv,200,Active,5,2003-02-06
1498,Mobile,Business,2019-04-06,Kyiv,200,Active,5,2004-06-29
1499,Mobile,Economy,1976-08-09,Kharkiv,300,Inactive,3,2014-09-15
1500,TV,Business,1945-03-02,Lviv,900,Active,5,2001-08-12
1501,Mobile,Economy,2009-07-19,Lviv,500,Active,4,2007-11-27
1502,Fixed Line,Economy,1987-04-17,Chernivtsi,100,Active,4,2003-06-25
1503,Internet,Business,2008-07-09,Dnipro,200,Active,3,2001-04-23
1504,Mobile,Economy,2003-11-26,Kyiv,50,Active,2,2010-07-01
1505,Mobile,Business,1973-06-05,Kropyvnytskyi,100,Active,4,2006-03-28
1506,Mobile,Economy,2020-08-13,Sumy,100,Active,1,2000-07-18
1507,Internet,Business,2002-04-24,Lviv,200,Active,4,2004-04-09
1508,Mobile,Standard,2016-05-22,Dnipro,300,Active,5,2010-06-14
1509,Mobile,Standard,2011-08-20,Rivne,200,Active,5,2000-05-18
1510,Mobile,Economy,1994-09-10,Odesa,700,Active,2,2002-12-12
1511,TV,Economy,2022-03-31,Vinnytsia,100,Active,3,2008-12-15
1512,Mobile,Business,1998-05-03,Vinnytsia,200,Active,4,2010-09-13
1513,Internet,Economy,2013-11-17,Dnipro,200,Active,3,2008-03-05
1514,Mobile,Economy,1992-09-09,Poltava,100,Active,2,2001-12-30
1515,TV,Standard,2018-10-28,Kharkiv,900,Active,4,2003-11-15
1516,Internet,Standard,1986-07-24,Kyiv,200,Inactive,4,2007-05-28
1517,Mobile,Economy,1994-08-07,Mykolaiv,700,Active,5,2000-11-27
1518,TV,Economy,1928-01-01,Kyiv,200,Active,5,2004-12-12
1519,Fixed Line,Economy,1956-09-12,Kharkiv,100,Active,5,2006-12-23
1520,Mobile,Business,2013-11-18,Zaporizhzhia,100,Active,3,2010-05-22
1521,Mobile,Economy,2022-03-31,Uzhhorod,500,Potential,5,2000-08-24
1522,Fixed Line,Special,1993-11-02,Dnipro,50,Inactive,4,2002-03-10
1523,TV,Economy,1997-09-19,Ivano-Frankivsk,900,Active,4,2004-04-09
1524,Internet,Economy,2022-03-29,Kyiv,200,Active,5,2006-08-12
1525,Internet,Standard,2019-06-03,Cherkasy,100,Inactive,5,2007-03-03
1526,Internet,Economy,1998-12-11,Mykolaiv,300,Inactive,5,2001-08-07
1527,Mobile,Standard,1956-07-07,Zhytomyr,100,Active,1,2000-01-28
1528,Internet,Business,1958-02-14,Zaporizhzhia,50,Active,5,2006-06-25
1529,Mobile,Economy,2018-07-04,Odesa,500,Inactive,5,2013-02-17
1530,IoT,Premium,2009-09-17,Kyiv,200,Inactive,3,2008-09-29
1531,Fixed Line,Economy,2021-10-17,Odesa,200,Active,3,2005-05-02
1532,Internet,Economy,2005-08-28,Vinnytsia,100,Active,2,2020-10-16
1533,Mobile,Economy,1984-09-15,Lviv,50,Active,2,2003-02-09
1534,Mobile,Business,1980-04-11,Chernivtsi,200,Active,5,2004-01-29
1535,Mobile,Economy,2004-01-30,Zhytomyr,200,Active,3,2000-01-25
1536,Internet,Business,2020-03-30,Kyiv,300,Active,5,2015-12-23
1537,Internet,Standard,2009-11-08,Vinnytsia,200,Inactive,5,2004-10-17
1538,Mobile,Economy,1949-05-12,Sumy,300,Active,3,2002-09-18
1539,Internet,Standard,2015-11-11,Lviv,100,Active,4,2000-04-01
1540,TV,Business,2012-06-14,Kharkiv,50,Inactive,3,2002-06-19
1541,Mobile,Premium,1985-05-24,Dnipro,100,Active,2,2000-01-08
1542,Mobile,Standard,1986-10-16,Lviv,300,Inactive,1,2002-02-23
1543,Fixed Line,Business,1956-05-25,Poltava,300,Inactive,4,2016-07-25
1544,Internet,Economy,2009-07-21,Kropyvnytskyi,100,Active,5,2000-12-01
1545,Internet,Business,2003-03-20,Dnipro,50,Active,5,2004-04-25
1546,Internet,Business,2005-10-03,Vinnytsia,300,Inactive,5,2001-02-17
1547,IoT,Premium,1951-01-23,Odesa,500,Active,4,2008-05-17
1548,Mobile,Business,1982-11-05,Zhytomyr,300,Active,5,2004-07-10
1549,Mobile,Standard,1974-04-04,Rivne,100,Inactive,4,2001-03-27
1550,Mobile,Standard,2019-02-03,Kyiv,200,Active,3,2011-01-06
1551,Mobile,Standard,1980-01-13,Zhytomyr,300,Active,5,2008-05-23
1552,Mobile,Economy,2007-06-21,Kyiv,100,Active,5,2016-07-19
1553,Mobile,Standard,2022-05-10,Kyiv,200,Active,1,2000-01-02
1554,IoT,Economy,2021-04-22,Cherkasy,200,Active,3,2003-05-06
1555,TV,Standard,1991-12-26,Dnipro,100,Active,3,2047-11-26
1556,Mobile,Economy,2010-04-07,Vinnytsia,900,Active,2,2009-02-16
1557,Internet,Economy,1967-07-16,Cherkasy,700,Active,3,2009-09-29
1558,Internet,Economy,1986-09-20,Kyiv,200,Inactive,4,2005-04-25
1559,TV,Business,2022-05-27,Odesa,100,Active,5,2006-10-31
1560,Internet,Economy,1991-03-19,Kharkiv,300,Active,5,2008-12-16
1561,Mobile,Premium,2017-02-25,Odesa,100,Active,5,2000-07-12
1562,Fixed Line,Economy,2007-12-20,Kyiv,100,Inactive,2,2006-06-17
1563,Fixed Line,Standard,1996-03-02,Kyiv,200,Active,1,2009-04-02
1564,Internet,Economy,1966-07-26,Mykolaiv,200,Active,2,2000-03-24
1565,TV,Economy,2006-05-01,Khmelnytskyi,50,Potential,5,2001-12-05
1566,TV,Standard,1977-10-01,Kyiv,200,Inactive,3,2002-02-22
1567,Internet,Standard,1981-03-06,Lviv,50,Active,4,2010-07-23
1568,Internet,Economy,2008-05-06,Cherkasy,500,Inactive,3,2008-04-19
1569,IoT,Standard,2003-12-21,Chernivtsi,700,Potential,1,2005-11-06
1570,Mobile,Business,1989-12-30,Odesa,300,Inactive,2,2008-12-10
1571,Mobile,Economy,2022-02-19,Rivne,200,Active,5,2003-04-23
1572,Mobile,Economy,1962-05-15,Kharkiv,100,Active,3,2011-05-19
1573,TV,Standard,1982-10-15,Chernivtsi,300,Active,3,2001-06-17
1574,Fixed Line,Economy,2015-02-23,Kyiv,700,Active,4,2006-09-04
1575,Mobile,Special,1928-01-01,Kropyvnytskyi,100,Active,5,2001-07-07
1576,IoT,Standard,2017-08-03,Kharkiv,200,Active,4,2000-03-22
1577,Fixed Line,Standard,1955-10-21,Chernivtsi,200,Active,5,2001-10-30
1578,TV,Standard,2012-04-06,Kharkiv,200,Active,4,2003-09-20
1579,Mobile,Standard,1983-07-27,Vinnytsia,200,Active,3,2010-02-25
1580,Internet,Economy,2006-04-26,Mykolaiv,900,Active,4,2003-11-23
1581,Internet,Business,1986-06-29,Ivano-Frankivsk,100,Active,4,2001-01-29
1582,Internet,Standard,2018-05-14,Poltava,200,Active,5,2026-12-27
1583,Internet,Economy,2014-05-28,Dnipro,900,Potential,5,2001-09-21
1584,TV,Standard,2020-02-14,Sumy,200,Inactive,5,2023-02-08
1585,Mobile,Economy,1968-02-24,Chernivtsi,500,Active,4,2015-01-30
1586,TV,Economy,2013-05-20,Kyiv,50,Active,3,2004-04-12
1587,Mobile,Standard,1990-07-16,Zaporizhzhia,900,Active,5,2000-07-11
1588,Mobile,Standard,1976-01-08,Rivne,100,Active,4,2006-07-05
1589,Mobile,Standard,1959-07-28,Cherkasy,900,Active,5,2010-03-26
